Sucursal,Ciudad,Matricula,Nombre Vendedor,Código Producto,Precio Unitario -qtd,Fecha de Venta,Estado Venta
Tienda 01,Bogotá,123456333,Jorge Mateus,10015,380-3,20/09/2023,Finalizada
Tienda 01,Bogotá,123456222,Maria Garcia,10008,240-1,11/08/2024,Finalizada
Tienda 01,Bogotá,123456111,José Martinez,10005,3000-1,08/07/2023,Finalizada
Tienda 01,Bogotá,123456333,Jorge Mateus,10014,1200-1,23/04/2024,Finalizada
Tienda 01,Bogotá,123456111,José Martinez,10008,240-1,05/10/2023,Finalizada
Tienda 01,Bogotá,123456222,Maria Garcia,10004,2400-2,21/07/2024,Finalizada
Tienda 01,Bogotá,123456111,José Martinez,10018,310-3,20/09/2024,Finalizada
Tienda 01,Bogotá,123456222,Maria Garcia,10003,3500-2,05/01/2024,Finalizada
Tienda 01,Bogotá,123456111,José Martinez,10011,80-2,21/11/2023,Finalizada
Tienda 01,Bogotá,123456333,Jorge Mateus,10020,600-3,14/03/2024,Finalizada
Tienda 01,Bogotá,123456333,Jorge Mateus,10006,300-1,15/04/2024,Finalizada
Tienda 01,Bogotá,123456111,José Martinez,10020,600-3,07/04/2023,Finalizada
Tienda 01,Bogotá,123456333,Jorge Mateus,10001,1500-2,01/10/2023,Finalizada
Tienda 01,Bogotá,123456222,Maria Garcia,10017,2800-1,03/02/2024,Finalizada
Tienda 01,Bogotá,123456222,Maria Garcia,10001,1500-1,27/04/2023,Finalizada
Tienda 01,Bogotá,123456111,José Martinez,10015,380-3,24/07/2023,Finalizada
Tienda 01,Bogotá,123456111,José Martinez,10016,1500-1,12/05/2023,Finalizada
Tienda 01,Bogotá,123456222,Maria Garcia,10016,1500-2,01/09/2023,Finalizada
Tienda 01,Bogotá,123456111,José Martinez,10009,70-3,20/09/2023,Finalizada
Tienda 01,Bogotá,123456333,Jorge Mateus,10020,600-2,24/07/2024,Finalizada
Tienda 01,Bogotá,123456222,Maria Garcia,10012,180-1,13/05/2023,Finalizada
Tienda 01,Bogotá,123456333,Jorge Mateus,10016,1500-3,09/12/2023,Finalizada
Tienda 01,Bogotá,123456222,Maria Garcia,10007,200-2,22/05/2024,Finalizada
Tienda 02,Medellín,123456555,Marta Celis,10002,1000-3,02/09/2024,Finalizada
Tienda 02,Medellín,123456555,Marta Celis,10015,380-1,14/08/2023,Finalizada
Tienda 02,Medellín,123456444,Ricardo Lemos,10014,1200-2,23/12/2023,Finalizada
Tienda 02,Medellín,123456444,Ricardo Lemos,10007,200-2,02/09/2024,Finalizada
Tienda 02,Medellín,123456666,Rodrigo Castro,10001,1500-3,10/01/2023,Finalizada
Tienda 02,Medellín,123456666,Rodrigo Castro,10018,310-3,29/10/2023,Finalizada
Tienda 02,Medellín,123456666,Rodrigo Castro,10012,180-2,27/10/2024,Finalizada
Tienda 02,Medellín,123456555,Marta Celis,10019,1900-1,02/07/2023,Finalizada
Tienda 02,Medellín,123456555,Marta Celis,10016,1500-2,06/10/2024,Finalizada
Tienda 02,Medellín,123456444,Ricardo Lemos,10010,250-2,07/09/2023,Finalizada
Tienda 02,Medellín,123456444,Ricardo Lemos,10004,2400-3,28/01/2024,Finalizada
Tienda 02,Medellín,123456666,Rodrigo Castro,10019,1900-3,04/07/2024,Finalizada
Tienda 02,Medellín,123456666,Rodrigo Castro,10004,2400-1,10/01/2024,Finalizada
Tienda 02,Medellín,123456666,Rodrigo Castro,10012,180-2,13/12/2024,Finalizada
Tienda 02,Medellín,123456444,Ricardo Lemos,10017,2800-3,20/05/2023,Finalizada
Tienda 02,Medellín,123456555,Marta Celis,10001,1500-1,17/05/2024,Finalizada
Tienda 02,Medellín,123456555,Marta Celis,10010,250-3,06/11/2024,Finalizada
Tienda 02,Medellín,123456444,Ricardo Lemos,10004,2400-1,13/06/2024,Finalizada
Tienda 02,Medellín,123456444,Ricardo Lemos,10013,600-1,23/09/2024,Finalizada
Tienda 02,Medellín,123456555,Marta Celis,10004,2400-3,18/03/2024,Finalizada
Tienda 02,Medellín,123456444,Ricardo Lemos,10013,600-3,08/11/2024,Finalizada
Tienda 02,Medellín,123456666,Rodrigo Castro,10016,1500-3,27/01/2023,Finalizada
Tienda 02,Medellín,123456555,Marta Celis,10019,1900-3,24/11/2023,Finalizada
Tienda 02,Medellín,123456555,Marta Celis,10010,250-3,10/12/2024,Finalizada
Tienda 02,Medellín,123456555,Marta Celis,10013,600-1,29/03/2024,Finalizada
Tienda 02,Medellín,123456444,Ricardo Lemos,10007,200-3,22/03/2024,Finalizada
Tienda 02,Medellín,123456444,Ricardo Lemos,10018,310-1,11/04/2024,Finalizada
Tienda 02,Medellín,123456666,Rodrigo Castro,10001,1500-3,10/12/2024,Finalizada
Tienda 02,Medellín,123456666,Rodrigo Castro,10004,2400-2,19/02/2023,Finalizada
Tienda 02,Medellín,123456666,Rodrigo Castro,10006,300-1,20/01/2023,Finalizada
Tienda 02,Medellín,123456555,Marta Celis,10003,3500-2,26/06/2023,Finalizada
Tienda 02,Medellín,123456555,Marta Celis,10008,240-1,07/12/2023,Finalizada
Tienda 02,Medellín,123456444,Ricardo Lemos,10003,3500-1,07/11/2023,Finalizada
Tienda 02,Medellín,123456666,Rodrigo Castro,10008,240-2,05/01/2023,Finalizada
Tienda 02,Medellín,123456444,Ricardo Lemos,10003,3500-1,10/10/2024,Finalizada
Tienda 02,Medellín,123456444,Ricardo Lemos,10017,2800-2,23/04/2023,Finalizada
Tienda 02,Medellín,123456555,Marta Celis,10018,310-2,02/09/2023,Finalizada
Tienda 02,Medellín,123456444,Ricardo Lemos,10017,2800-3,18/03/2023,Finalizada
Tienda 02,Medellín,123456555,Marta Celis,10001,1500-1,02/11/2023,Finalizada
Tienda 02,Medellín,123456666,Rodrigo Castro,10017,2800-1,03/12/2023,Finalizada
Tienda 02,Medellín,123456666,Rodrigo Castro,10007,200-1,27/08/2024,Finalizada
Tienda 02,Medellín,123456666,Rodrigo Castro,10007,200-1,03/12/2023,Finalizada
Tienda 02,Medellín,123456444,Ricardo Lemos,10019,1900-2,10/03/2023,Finalizada
Tienda 02,Medellín,123456555,Marta Celis,10010,250-3,17/08/2023,Finalizada
Tienda 02,Medellín,123456555,Marta Celis,10017,2800-2,18/05/2024,Finalizada
Tienda 02,Medellín,123456555,Marta Celis,10009,70-3,15/09/2024,Finalizada
Tienda 02,Medellín,123456555,Marta Celis,10003,3500-3,31/01/2023,Finalizada
Tienda 02,Medellín,123456666,Rodrigo Castro,10010,250-3,20/03/2024,Finalizada
Tienda 02,Medellín,123456666,Rodrigo Castro,10019,1900-2,24/12/2024,Finalizada
Tienda 02,Medellín,123456555,Marta Celis,10012,180-1,01/11/2024,Finalizada
Tienda 02,Medellín,123456666,Rodrigo Castro,10008,240-1,18/10/2023,Finalizada
Tienda 02,Medellín,123456555,Marta Celis,10004,2400-3,22/05/2024,Finalizada
Tienda 02,Medellín,123456555,Marta Celis,10015,380-1,22/07/2024,Finalizada
Tienda 02,Medellín,123456555,Marta Celis,10010,250-1,10/04/2023,Finalizada
Tienda 02,Medellín,123456444,Ricardo Lemos,10007,200-3,23/04/2024,Finalizada
Tienda 02,Medellín,123456555,Marta Celis,10011,80-3,05/08/2024,Finalizada
Tienda 02,Medellín,123456666,Rodrigo Castro,10017,2800-3,29/07/2023,Finalizada
Tienda 02,Medellín,123456555,Marta Celis,10019,1900-2,05/09/2024,Finalizada
Tienda 02,Medellín,123456555,Marta Celis,10017,2800-1,18/02/2023,Finalizada
Tienda 02,Medellín,123456666,Rodrigo Castro,10004,2400-1,25/04/2024,Finalizada
Tienda 02,Medellín,123456555,Marta Celis,10009,70-2,23/07/2023,Finalizada
Tienda 02,Medellín,123456666,Rodrigo Castro,10013,600-2,12/06/2023,Finalizada
Tienda 02,Medellín,123456555,Marta Celis,10011,80-3,13/12/2024,Finalizada
Tienda 02,Medellín,123456555,Marta Celis,10018,310-3,23/03/2023,Finalizada
Tienda 02,Medellín,123456444,Ricardo Lemos,10018,310-1,27/08/2023,Finalizada
Tienda 02,Medellín,123456555,Marta Celis,10013,600-2,30/04/2024,Finalizada
Tienda 02,Medellín,123456666,Rodrigo Castro,10015,380-2,27/05/2024,Finalizada
Tienda 02,Medellín,123456444,Ricardo Lemos,10009,70-2,16/08/2024,Finalizada
Tienda 02,Medellín,123456666,Rodrigo Castro,10017,2800-1,28/10/2024,Finalizada
Tienda 02,Medellín,123456444,Ricardo Lemos,10003,3500-1,25/09/2024,Finalizada
Tienda 02,Medellín,123456555,Marta Celis,10016,1500-3,27/07/2023,Finalizada
Tienda 02,Medellín,123456555,Marta Celis,10016,1500-1,18/02/2023,Finalizada
Tienda 02,Medellín,123456555,Marta Celis,10018,310-2,09/06/2023,Finalizada
Tienda 02,Medellín,123456666,Rodrigo Castro,10005,3000-2,04/07/2024,Finalizada
Tienda 02,Medellín,123456555,Marta Celis,10019,1900-3,29/11/2024,Finalizada
Tienda 02,Medellín,123456444,Ricardo Lemos,10016,1500-2,05/07/2024,Finalizada
Tienda 02,Medellín,123456555,Marta Celis,10013,600-3,07/11/2024,Finalizada
Tienda 02,Medellín,123456555,Marta Celis,10009,70-3,24/06/2024,Finalizada
Tienda 02,Medellín,123456666,Rodrigo Castro,10001,1500-2,27/07/2024,Finalizada
Tienda 02,Medellín,123456666,Rodrigo Castro,10009,70-2,17/04/2024,Finalizada
Tienda 02,Medellín,123456555,Marta Celis,10003,3500-2,09/07/2024,Finalizada
Tienda 02,Medellín,123456444,Ricardo Lemos,10004,2400-3,25/08/2023,Finalizada
Tienda 02,Medellín,123456555,Marta Celis,10001,1500-3,01/04/2024,Finalizada
Tienda 02,Medellín,123456444,Ricardo Lemos,10001,1500-1,30/03/2024,Finalizada
Tienda 02,Medellín,123456555,Marta Celis,10011,80-1,19/08/2024,Finalizada
Tienda 02,Medellín,123456444,Ricardo Lemos,10004,2400-3,22/02/2024,Finalizada
Tienda 02,Medellín,123456444,Ricardo Lemos,10020,600-2,26/11/2023,Finalizada
Tienda 02,Medellín,123456666,Rodrigo Castro,10013,600-2,27/09/2024,Finalizada
Tienda 02,Medellín,123456666,Rodrigo Castro,10009,70-1,27/12/2023,Finalizada
Tienda 02,Medellín,123456444,Ricardo Lemos,10015,380-2,10/08/2023,Finalizada
Tienda 02,Medellín,123456444,Ricardo Lemos,10001,1500-1,07/12/2023,Finalizada
Tienda 02,Medellín,123456444,Ricardo Lemos,10018,310-2,21/10/2023,Finalizada
Tienda 02,Medellín,123456444,Ricardo Lemos,10010,250-1,19/06/2024,Finalizada
Tienda 02,Medellín,123456444,Ricardo Lemos,10008,240-3,28/05/2024,Finalizada
Tienda 02,Medellín,123456555,Marta Celis,10019,1900-2,05/08/2024,Finalizada
Tienda 02,Medellín,123456666,Rodrigo Castro,10020,600-1,15/07/2023,Finalizada
Tienda 02,Medellín,123456555,Marta Celis,10018,310-1,02/01/2023,Finalizada
Tienda 02,Medellín,123456666,Rodrigo Castro,10016,1500-1,27/02/2024,Finalizada
Tienda 02,Medellín,123456666,Rodrigo Castro,10018,310-1,02/07/2023,Finalizada
Tienda 02,Medellín,123456555,Marta Celis,10020,600-1,10/03/2024,Finalizada
Tienda 02,Medellín,123456666,Rodrigo Castro,10003,3500-2,07/01/2023,Finalizada
Tienda 02,Medellín,123456555,Marta Celis,10016,1500-2,05/01/2023,Finalizada
Tienda 02,Medellín,123456555,Marta Celis,10020,600-2,29/07/2023,Finalizada
Tienda 02,Medellín,123456555,Marta Celis,10020,600-3,12/01/2024,Finalizada
Tienda 02,Medellín,123456444,Ricardo Lemos,10013,600-2,25/01/2023,Finalizada
Tienda 02,Medellín,123456555,Marta Celis,10002,1000-2,02/01/2024,Finalizada
Tienda 02,Medellín,123456666,Rodrigo Castro,10015,380-3,21/12/2024,Finalizada
Tienda 02,Medellín,123456444,Ricardo Lemos,10016,1500-1,20/04/2024,Finalizada
Tienda 02,Medellín,123456555,Marta Celis,10007,200-1,30/01/2023,Finalizada
Tienda 02,Medellín,123456444,Ricardo Lemos,10011,80-1,04/08/2023,Finalizada
Tienda 02,Medellín,123456555,Marta Celis,10019,1900-1,06/08/2024,Finalizada
Tienda 02,Medellín,123456666,Rodrigo Castro,10015,380-2,24/11/2023,Finalizada
Tienda 02,Medellín,123456666,Rodrigo Castro,10010,250-3,26/10/2023,Finalizada
Tienda 02,Medellín,123456444,Ricardo Lemos,10010,250-2,24/03/2024,Finalizada
Tienda 02,Medellín,123456555,Marta Celis,10017,2800-3,29/09/2023,Finalizada
Tienda 02,Medellín,123456444,Ricardo Lemos,10009,70-3,28/01/2023,Finalizada
Tienda 02,Medellín,123456666,Rodrigo Castro,10009,70-3,12/11/2023,Finalizada
Tienda 02,Medellín,123456444,Ricardo Lemos,10010,250-2,10/03/2024,Finalizada
Tienda 02,Medellín,123456555,Marta Celis,10018,310-1,29/04/2024,Finalizada
Tienda 02,Medellín,123456444,Ricardo Lemos,10018,310-1,20/08/2023,Finalizada
Tienda 02,Medellín,123456555,Marta Celis,10014,1200-2,19/10/2024,Finalizada
Tienda 02,Medellín,123456666,Rodrigo Castro,10004,2400-2,07/07/2023,Finalizada
Tienda 02,Medellín,123456666,Rodrigo Castro,10011,80-2,13/05/2024,Finalizada
Tienda 02,Medellín,123456666,Rodrigo Castro,10017,2800-3,21/04/2023,Finalizada
Tienda 02,Medellín,123456555,Marta Celis,10004,2400-2,04/04/2024,Finalizada
Tienda 02,Medellín,123456555,Marta Celis,10020,600-3,14/12/2023,Finalizada
Tienda 02,Medellín,123456444,Ricardo Lemos,10002,1000-3,15/04/2024,Finalizada
Tienda 02,Medellín,123456555,Marta Celis,10019,1900-2,09/08/2024,Finalizada
Tienda 02,Medellín,123456666,Rodrigo Castro,10001,1500-3,15/09/2024,Finalizada
Tienda 02,Medellín,123456444,Ricardo Lemos,10017,2800-2,24/04/2023,Finalizada
Tienda 02,Medellín,123456555,Marta Celis,10003,3500-3,08/04/2023,Finalizada
Tienda 02,Medellín,123456444,Ricardo Lemos,10014,1200-3,29/01/2023,Finalizada
Tienda 02,Medellín,123456444,Ricardo Lemos,10013,600-1,08/06/2023,Finalizada
Tienda 02,Medellín,123456555,Marta Celis,10017,2800-2,13/07/2023,Finalizada
Tienda 02,Medellín,123456666,Rodrigo Castro,10003,3500-3,16/02/2023,Finalizada
Tienda 02,Medellín,123456444,Ricardo Lemos,10013,600-1,12/06/2023,Finalizada
Tienda 02,Medellín,123456555,Marta Celis,10013,600-1,21/11/2023,Finalizada
Tienda 02,Medellín,123456666,Rodrigo Castro,10009,70-1,04/04/2023,Finalizada
Tienda 02,Medellín,123456666,Rodrigo Castro,10015,380-2,03/04/2023,Finalizada
Tienda 02,Medellín,123456555,Marta Celis,10011,80-3,19/11/2023,Finalizada
Tienda 02,Medellín,123456555,Marta Celis,10008,240-2,10/08/2024,Finalizada
Tienda 02,Medellín,123456666,Rodrigo Castro,10007,200-1,14/08/2023,Finalizada
Tienda 02,Medellín,123456444,Ricardo Lemos,10006,300-2,27/07/2023,Finalizada
Tienda 02,Medellín,123456444,Ricardo Lemos,10016,1500-1,27/04/2024,Finalizada
Tienda 02,Medellín,123456666,Rodrigo Castro,10012,180-1,16/09/2024,Finalizada
Tienda 02,Medellín,123456555,Marta Celis,10005,3000-1,01/02/2024,Finalizada
Tienda 02,Medellín,123456555,Marta Celis,10018,310-1,25/03/2023,Finalizada
Tienda 02,Medellín,123456555,Marta Celis,10017,2800-3,23/05/2024,Finalizada
Tienda 02,Medellín,123456666,Rodrigo Castro,10001,1500-3,20/03/2023,Finalizada
Tienda 02,Medellín,123456666,Rodrigo Castro,10014,1200-1,02/09/2024,Finalizada
Tienda 02,Medellín,123456666,Rodrigo Castro,10003,3500-3,02/07/2024,Finalizada
Tienda 02,Medellín,123456666,Rodrigo Castro,10020,600-2,25/02/2023,Finalizada
Tienda 02,Medellín,123456444,Ricardo Lemos,10004,2400-1,02/08/2023,Finalizada
Tienda 02,Medellín,123456555,Marta Celis,10015,380-2,08/10/2024,Finalizada
Tienda 02,Medellín,123456666,Rodrigo Castro,10003,3500-1,20/07/2024,Finalizada
Tienda 02,Medellín,123456444,Ricardo Lemos,10006,300-2,06/12/2023,Finalizada
Tienda 02,Medellín,123456444,Ricardo Lemos,10018,310-3,24/01/2024,Finalizada
Tienda 02,Medellín,123456666,Rodrigo Castro,10005,3000-2,20/03/2023,Finalizada
Tienda 02,Medellín,123456666,Rodrigo Castro,10019,1900-3,22/08/2023,Finalizada
Tienda 02,Medellín,123456555,Marta Celis,10013,600-1,27/12/2023,Finalizada
Tienda 02,Medellín,123456555,Marta Celis,10019,1900-3,25/06/2023,Finalizada
Tienda 02,Medellín,123456444,Ricardo Lemos,10015,380-2,02/12/2023,Finalizada
Tienda 02,Medellín,123456666,Rodrigo Castro,10006,300-2,19/07/2023,Finalizada
Tienda 02,Medellín,123456444,Ricardo Lemos,10013,600-1,12/08/2024,Finalizada
Tienda 02,Medellín,123456666,Rodrigo Castro,10001,1500-2,27/04/2024,Finalizada
Tienda 02,Medellín,123456444,Ricardo Lemos,10009,70-3,17/07/2023,Finalizada
Tienda 02,Medellín,123456666,Rodrigo Castro,10005,3000-1,13/06/2023,Finalizada
Tienda 02,Medellín,123456555,Marta Celis,10010,250-3,25/07/2023,Finalizada
Tienda 02,Medellín,123456666,Rodrigo Castro,10003,3500-3,06/01/2023,Finalizada
Tienda 02,Medellín,123456444,Ricardo Lemos,10016,1500-1,07/07/2023,Finalizada
Tienda 02,Medellín,123456666,Rodrigo Castro,10008,240-3,30/04/2023,Finalizada
Tienda 02,Medellín,123456666,Rodrigo Castro,10015,380-1,16/10/2024,Finalizada
Tienda 02,Medellín,123456444,Ricardo Lemos,10016,1500-3,31/01/2024,Finalizada
Tienda 02,Medellín,123456666,Rodrigo Castro,10004,2400-3,07/08/2023,Finalizada
Tienda 02,Medellín,123456444,Ricardo Lemos,10002,1000-2,05/01/2024,Finalizada
Tienda 02,Medellín,123456666,Rodrigo Castro,10017,2800-2,31/05/2023,Finalizada
Tienda 02,Medellín,123456555,Marta Celis,10002,1000-2,18/12/2023,Finalizada
Tienda 02,Medellín,123456444,Ricardo Lemos,10008,240-2,18/05/2024,Finalizada
Tienda 02,Medellín,123456555,Marta Celis,10003,3500-2,09/06/2023,Finalizada
Tienda 02,Medellín,123456444,Ricardo Lemos,10001,1500-2,04/06/2023,Finalizada
Tienda 02,Medellín,123456666,Rodrigo Castro,10016,1500-3,16/01/2023,Finalizada
Tienda 02,Medellín,123456444,Ricardo Lemos,10003,3500-2,15/02/2024,Finalizada
Tienda 02,Medellín,123456666,Rodrigo Castro,10007,200-1,28/02/2023,Finalizada
Tienda 02,Medellín,123456555,Marta Celis,10004,2400-2,10/02/2024,Finalizada
Tienda 02,Medellín,123456555,Marta Celis,10015,380-2,10/02/2024,Finalizada
Tienda 02,Medellín,123456666,Rodrigo Castro,10008,240-2,30/06/2024,Finalizada
Tienda 02,Medellín,123456444,Ricardo Lemos,10012,180-3,23/12/2023,Finalizada
Tienda 02,Medellín,123456666,Rodrigo Castro,10009,70-2,27/06/2024,Finalizada
Tienda 02,Medellín,123456444,Ricardo Lemos,10017,2800-2,31/01/2023,Finalizada
Tienda 02,Medellín,123456555,Marta Celis,10008,240-3,16/12/2024,Finalizada
Tienda 02,Medellín,123456444,Ricardo Lemos,10018,310-1,26/01/2023,Finalizada
Tienda 02,Medellín,123456444,Ricardo Lemos,10010,250-1,07/01/2023,Finalizada
Tienda 02,Medellín,123456555,Marta Celis,10009,70-1,10/05/2023,Finalizada
Tienda 02,Medellín,123456444,Ricardo Lemos,10013,600-3,04/08/2024,Finalizada
Tienda 02,Medellín,123456555,Marta Celis,10005,3000-3,28/07/2023,Finalizada
Tienda 02,Medellín,123456555,Marta Celis,10018,310-3,21/03/2024,Finalizada
Tienda 02,Medellín,123456444,Ricardo Lemos,10015,380-1,08/06/2024,Finalizada
Tienda 02,Medellín,123456555,Marta Celis,10016,1500-2,07/11/2024,Finalizada
Tienda 02,Medellín,123456666,Rodrigo Castro,10020,600-1,04/03/2023,Finalizada
Tienda 02,Medellín,123456666,Rodrigo Castro,10011,80-1,05/08/2023,Finalizada
Tienda 02,Medellín,123456444,Ricardo Lemos,10019,1900-2,04/10/2024,Finalizada
Tienda 02,Medellín,123456555,Marta Celis,10005,3000-3,21/06/2023,Finalizada
Tienda 02,Medellín,123456444,Ricardo Lemos,10012,180-2,05/08/2023,Finalizada
Tienda 02,Medellín,123456666,Rodrigo Castro,10011,80-3,12/04/2024,Finalizada
Tienda 02,Medellín,123456666,Rodrigo Castro,10008,240-1,16/05/2024,Finalizada
Tienda 02,Medellín,123456555,Marta Celis,10004,2400-2,27/01/2023,Finalizada
Tienda 02,Medellín,123456666,Rodrigo Castro,10013,600-3,18/08/2023,Finalizada
Tienda 02,Medellín,123456555,Marta Celis,10017,2800-1,24/09/2024,Finalizada
Tienda 02,Medellín,123456666,Rodrigo Castro,10005,3000-3,03/12/2024,Finalizada
Tienda 02,Medellín,123456444,Ricardo Lemos,10020,600-3,22/06/2024,Finalizada
Tienda 02,Medellín,123456444,Ricardo Lemos,10005,3000-2,11/06/2024,Finalizada
Tienda 02,Medellín,123456444,Ricardo Lemos,10004,2400-2,26/05/2024,Finalizada
Tienda 02,Medellín,123456555,Marta Celis,10011,80-3,08/11/2023,Finalizada
Tienda 02,Medellín,123456555,Marta Celis,10003,3500-1,03/07/2024,Finalizada
Tienda 02,Medellín,123456555,Marta Celis,10019,1900-3,04/09/2024,Finalizada
Tienda 02,Medellín,123456444,Ricardo Lemos,10015,380-2,08/06/2023,Finalizada
Tienda 02,Medellín,123456555,Marta Celis,10009,70-2,09/03/2023,Finalizada
Tienda 02,Medellín,123456555,Marta Celis,10003,3500-1,24/05/2024,Finalizada
Tienda 02,Medellín,123456555,Marta Celis,10012,180-3,13/05/2023,Finalizada
Tienda 02,Medellín,123456666,Rodrigo Castro,10004,2400-3,25/07/2023,Finalizada
Tienda 02,Medellín,123456666,Rodrigo Castro,10020,600-2,15/07/2024,Finalizada
Tienda 02,Medellín,123456555,Marta Celis,10006,300-2,20/04/2023,Finalizada
Tienda 02,Medellín,123456555,Marta Celis,10011,80-2,10/05/2024,Finalizada
Tienda 02,Medellín,123456444,Ricardo Lemos,10002,1000-1,15/09/2023,Finalizada
Tienda 02,Medellín,123456555,Marta Celis,10002,1000-3,04/01/2023,Finalizada
Tienda 02,Medellín,123456444,Ricardo Lemos,10018,310-2,13/08/2023,Finalizada
Tienda 02,Medellín,123456666,Rodrigo Castro,10020,600-1,21/12/2024,Finalizada
Tienda 02,Medellín,123456444,Ricardo Lemos,10011,80-1,18/12/2023,Finalizada
Tienda 02,Medellín,123456555,Marta Celis,10003,3500-2,04/03/2024,Finalizada
Tienda 02,Medellín,123456444,Ricardo Lemos,10010,250-1,28/05/2023,Finalizada
Tienda 02,Medellín,123456555,Marta Celis,10020,600-2,03/07/2024,Finalizada
Tienda 02,Medellín,123456666,Rodrigo Castro,10012,180-1,26/10/2023,Finalizada
Tienda 02,Medellín,123456444,Ricardo Lemos,10006,300-3,06/10/2024,Finalizada
Tienda 02,Medellín,123456444,Ricardo Lemos,10011,80-3,17/07/2024,Finalizada
Tienda 02,Medellín,123456444,Ricardo Lemos,10003,3500-3,26/10/2023,Finalizada
Tienda 02,Medellín,123456555,Marta Celis,10001,1500-2,13/01/2023,Finalizada
Tienda 02,Medellín,123456666,Rodrigo Castro,10020,600-2,15/12/2023,Finalizada
Tienda 02,Medellín,123456555,Marta Celis,10016,1500-2,20/09/2024,Finalizada
Tienda 02,Medellín,123456666,Rodrigo Castro,10018,310-2,25/03/2024,Finalizada
Tienda 02,Medellín,123456444,Ricardo Lemos,10008,240-1,21/01/2023,Finalizada
Tienda 02,Medellín,123456444,Ricardo Lemos,10018,310-3,04/04/2023,Finalizada
Tienda 02,Medellín,123456666,Rodrigo Castro,10018,310-1,17/06/2024,Finalizada
Tienda 02,Medellín,123456666,Rodrigo Castro,10018,310-2,26/06/2024,Finalizada
Tienda 02,Medellín,123456555,Marta Celis,10013,600-1,24/12/2023,Finalizada
Tienda 02,Medellín,123456666,Rodrigo Castro,10006,300-3,13/05/2024,Finalizada
Tienda 02,Medellín,123456555,Marta Celis,10013,600-1,21/06/2023,Finalizada
Tienda 02,Medellín,123456555,Marta Celis,10002,1000-1,06/10/2023,Finalizada
Tienda 02,Medellín,123456444,Ricardo Lemos,10011,80-2,22/07/2024,Finalizada
Tienda 02,Medellín,123456444,Ricardo Lemos,10006,300-3,24/10/2024,Finalizada
Tienda 02,Medellín,123456444,Ricardo Lemos,10019,1900-3,18/10/2023,Finalizada
Tienda 02,Medellín,123456444,Ricardo Lemos,10015,380-1,24/05/2024,Finalizada
Tienda 02,Medellín,123456444,Ricardo Lemos,10017,2800-2,27/05/2024,Finalizada
Tienda 02,Medellín,123456444,Ricardo Lemos,10018,310-2,26/07/2024,Finalizada
Tienda 02,Medellín,123456555,Marta Celis,10020,600-3,02/09/2024,Finalizada
Tienda 02,Medellín,123456444,Ricardo Lemos,10007,200-1,28/04/2023,Finalizada
Tienda 02,Medellín,123456555,Marta Celis,10010,250-2,03/02/2023,Finalizada
Tienda 02,Medellín,123456666,Rodrigo Castro,10005,3000-3,23/05/2024,Finalizada
Tienda 02,Medellín,123456666,Rodrigo Castro,10019,1900-3,17/11/2024,Finalizada
Tienda 02,Medellín,123456555,Marta Celis,10007,200-2,27/11/2023,Finalizada
Tienda 02,Medellín,123456555,Marta Celis,10018,310-1,29/10/2024,Finalizada
Tienda 02,Medellín,123456555,Marta Celis,10013,600-1,31/01/2024,Finalizada
Tienda 02,Medellín,123456666,Rodrigo Castro,10018,310-1,15/06/2024,Finalizada
Tienda 02,Medellín,123456666,Rodrigo Castro,10020,600-2,22/04/2024,Finalizada
Tienda 02,Medellín,123456444,Ricardo Lemos,10008,240-2,24/12/2024,Finalizada
Tienda 02,Medellín,123456444,Ricardo Lemos,10004,2400-3,29/07/2024,Finalizada
Tienda 02,Medellín,123456555,Marta Celis,10006,300-2,01/01/2024,Finalizada
Tienda 02,Medellín,123456555,Marta Celis,10006,300-3,29/08/2023,Finalizada
Tienda 02,Medellín,123456555,Marta Celis,10001,1500-2,19/11/2023,Finalizada
Tienda 02,Medellín,123456444,Ricardo Lemos,10009,70-1,03/08/2024,Finalizada
Tienda 02,Medellín,123456666,Rodrigo Castro,10010,250-2,04/03/2024,Finalizada
Tienda 02,Medellín,123456666,Rodrigo Castro,10012,180-3,02/02/2024,Finalizada
Tienda 02,Medellín,123456555,Marta Celis,10007,200-1,16/07/2024,Finalizada
Tienda 02,Medellín,123456444,Ricardo Lemos,10017,2800-3,29/10/2023,Finalizada
Tienda 02,Medellín,123456666,Rodrigo Castro,10019,1900-3,19/10/2023,Finalizada
Tienda 02,Medellín,123456444,Ricardo Lemos,10006,300-1,10/01/2024,Finalizada
Tienda 02,Medellín,123456444,Ricardo Lemos,10016,1500-3,15/02/2023,Finalizada
Tienda 02,Medellín,123456444,Ricardo Lemos,10005,3000-3,08/08/2024,Finalizada
Tienda 02,Medellín,123456666,Rodrigo Castro,10002,1000-1,27/10/2024,Finalizada
Tienda 02,Medellín,123456444,Ricardo Lemos,10012,180-3,14/09/2023,Finalizada
Tienda 02,Medellín,123456666,Rodrigo Castro,10011,80-1,03/06/2023,Finalizada
Tienda 02,Medellín,123456444,Ricardo Lemos,10012,180-3,19/10/2024,Finalizada
Tienda 02,Medellín,123456666,Rodrigo Castro,10008,240-2,08/03/2023,Finalizada
Tienda 02,Medellín,123456666,Rodrigo Castro,10018,310-1,20/06/2024,Finalizada
Tienda 02,Medellín,123456666,Rodrigo Castro,10019,1900-2,27/08/2023,Finalizada
